Non-Counted Role Played,Count #
Dan Aykroyd,Richard Nixon,4
Jane Curtin,Pat Nixon,4
Bill Murray,David Eisenhower,4
Gilda Radner,Julie Nixon,4
Gilda Radner,Roseanne Roseannadanna,4
Buck Henry,Uncle Roy,4
Dan Aykroyd,Arthur,4
Jane Curtin,Betty,4
Laraine Newman,Terri,4
Gilda Radner,Tracy,4
Buck Henry,police officer,4
Dan Aykroyd,George,4
John Belushi,Pete,4
Jane Curtin,Mrs. Larrimore,4
Garrett Morris,police officer,4
Bill Murray,Niko,4
Laraine Newman,Sandy,4
Brian McConnachie,Mr. Bennett,4
Buck Henry,Chris Randolph,4
Jane Curtin,Joan Face,4
Laraine Newman,Lynn Hagstrom,4
Dan Aykroyd,Ray,4
John Belushi,caller,4
Jane Curtin,caller,4
Garrett Morris,caller,4
Bill Murray,caller,4
Laraine Newman,caller,4
John Belushi,Fred Silverman,4
Michael Palin,Miles Cowperthwaite,4
James Taylor,Mr. Tarvox,4
Russ Kunkel,mate,4
Dan Aykroyd,Mr. Spunk,4
John Belushi,Captain Ned,4
Tom Davis,mate,4
Brian Doyle-Murray,mate,4
Al Franken,mate,4
Brian McConnachie,mate,4
Garrett Morris,Hodo,4
Bill Murray,Dr. Pierce,4
Laraine Newman,Ruth Wallington,4
Nil Nichols,mate,4
Gilda Radner,Madeline Wallington,4
Walter Williams,mate,4
Alan Zweibel,mate,4
Garrett Morris,Chico Escuela,4
Michael Palin,Margaret Thatcher,4
Don Novello,Father Guido Sarducci,4
Michael Palin,mechanic,4
Dan Aykroyd,Jimmy Carter,4
John Belushi,Pablo,4
Jane Curtin,Susie,4
Bill Murray,Susie's father,4
Laraine Newman,Mrs. Alvarez,4
Nil Nichols,police officer,4
Gilda Radner,Carlos,4
Tom Schiller,police officer,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Dan Aykroyd,Tom Snyder,4
Jane Curtin,Emma Lou Snyder,4
Milton Berle,Uncle Wayne,4
Dan Aykroyd,Bob Widette,4
John Belushi,Jeff Widette,4
Jane Curtin,Betty Widette,4
Gilda Radner,Tammy Widette,4
Dan Aykroyd,Village Person,4
John Belushi,Village Person,4
Brian Doyle-Murray,Village Person,4
Garrett Morris,Village Person,4
Bill Murray,Village Person,4
Gilda Radner,Karen Kirshner,4
Paul Shaffer,Don Kirshner,4
Garrett Morris,Chico Escuela,4
Laraine Newman,Z. Jones,4
Milton Berle,Buddy Pine,4
Dan Aykroyd,Norris,4
John Belushi,Douglas Brewster,4
Jane Curtin,Wanda,4
Brian Doyle-Murray,comedian,4
Garrett Morris,Charles 25X,4
Bill Murray,Ricky Scott,4
Laraine Newman,Mitzi Friedman,4
Gilda Radner,Branch,4
Dan Aykroyd,Irwin Mainway,4
Jane Curtin,Joan Face,4
Milton Berle,Mr. Pasner,4
Laraine Newman,Sylvia,4
Gilda Radner,Bobbi Farber,4
Richard Benjamin,Ross Denton,4
Marvin Goldhar,reporter,4
Dan Aykroyd,Jimmy Carter,4
Anne Beatts,reporter,4
Jane Curtin,Dr. Edna Casey,4
Tom Davis,Two Mile player,4
Jim Downey,reporter,4
Brian Doyle-Murray,Carl,4
Al Franken,Two Mile player,4
Lee Mayman,reporter,4
Garrett Morris,Violet Crawford,4
Bill Murray,Matt Crandall,4
Laraine Newman,Rosalynn Carter,4
Nil Nichols,reporter,4
Gilda Radner,Baba Wawa,4
Rosie Schuster,reporter,4
Liz Welch,reporter,4
Walter Williams,reporter,4
Alan Zweibel,reporter,4
Richard Benjamin,Milt,4
Jane Curtin,Enid Loopner,4
Bill Murray,Todd DiLaMuca,4
Gilda Radner,Lisa Loopner,4
Garrett Morris,Chico Escuela,4
Gilda Radner,Roseanne Roseannadanna,4
Bill Murray,Neil Wasserheim,4
Dan Aykroyd,waiter,4
Jim Downey,Angus,4
Bill Murray,waiter,4
Gilda Radner,Heather,4
Tom Davis,runner,4
Neil Levy,runner,4
Dan Aykroyd,Bob Gallagher,4
John Belushi,Jimmy Hoffa,4
Jane Curtin,"Jane Byrne, caller",4
Bill Murray,Dick Lanky,4
Nil Nichols,technician,4
Gilda Radner,"Pam Karinski, caller",4
Jim Downey,audience member,4
Brian Doyle-Murray,paramedic,4
Brian McConnachie,paramedic,4
Tom Schiller,interviewer,4
Margot Kidder,Mrs. Potter,4
Dan Aykroyd,Fred Garvin,4
Garrett Morris,Slick,4
Margot Kidder,Mary Margaret Muggy,4
Dan Aykroyd,Jack Neehauser,4
John Belushi,Frank Leary,4
Jim Downey,knight,4
Lee Mayman,knight,4
Brian McConnachie,Phil Burke,4
Garrett Morris,Lee Leslie Davis,4
Andy Murphy,Tommy O'Boyle,4
Bill Murray,Francis Jocko Leary Jr.,4
Laraine Newman,Sister Serena,4
Nil Nichols,knight,4
Alan Zweibel,knight,4
Don Novello,Father Guido Sarducci,4
Margot Kidder,Lois Lane,4
Dan Aykroyd,The Flash,4
John Belushi,The Incredible Hulk,4
Jane Curtin,Lana,4
Garrett Morris,Antman,4
Bill Murray,Superman,4
Laraine Newman,Cookie,4
Gilda Radner,Beverly,4
Rosie Schuster,Spiderwoman,4
Tom Davis,Augie Hartwell,4
Karen Roston,volunteer,4
Margot Kidder,Edna Woolman,4
Anne Beatts,audience member,4
Jane Curtin,Eve Beverage,4
Laraine Newman,Patsy Carlson,4
Gilda Radner,Betsy Sandler,4
Rosie Schuster,audience member,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Gary Busey,Billy Carter,4
Dan Aykroyd,Jimmy Carter,4
John Belushi,Menachim Begin,4
Jane Curtin,Jihan Sadat,4
Garrett Morris,Anwar Sadat,4
Bill Murray,Walter Cronkite,4
Laraine Newman,Rosalynn Carter,4
Gilda Radner,Lillian Carter,4
Karen Roston,Aliza Arnold,4
Gary Busey,Craig,4
Dan Aykroyd,Steve,4
John Belushi,Clint,4
Brian Doyle-Murray,Vic,4
Garrett Morris,Mike,4
Bill Murray,Brad,4
Gilda Radner,Mrs. Ed,4
Gary Busey,Sonny Dacey,4
Dan Aykroyd,Mr. Mosey,4
John Belushi,Butch,4
Jane Curtin,Ms. Hinks,4
Garrett Morris,Henry Jackson,4
Bill Murray,Greg,4
Laraine Newman,Carole Becker,4
Gilda Radner,Carla,4
Paul Shaffer,band member,4
Andy Murphy,police officer,4
Andy Murphy,stage manager,4
Bill Murray,Honker,4
Gary Busey,slopjockey,4
Garrett Morris,Pericles,4
Laraine Newman,Regan,4
Dan Aykroyd,David Doyle,4
John Belushi,Fred Silverman,4
Jane Curtin,Cheryl Ladd,4
Bill Murray,Charlie,4
Gilda Radner,Jaclyn Smith,4
Anne Beatts,tourist,4
Jim Downey,tourist,4
Brian Doyle-Murray,tourist,4
Lee Mayman,tourist,4
Brian McConnachie,tourist,4
Andy Murphy,tourist,4
Nil Nichols,tourist,4
Karen Roston,tourist,4
Tom Schiller,tour guide,4
Rosie Schuster,tourist,4
Liz Welch,tourist,4
Walter Williams,tourist,4
Kate Jackson,Michelle,4
Jane Curtin,Enid Loopner,4
Bill Murray,Todd DiLaMuca,4
Gilda Radner,Lisa Loopner,4
Dan Aykroyd,Tom Snyder,4
John Belushi,Fred Silverman,4
Bill Murray,Paul Gross,4
Kate Jackson,Meg Fernstone,4
Jane Curtin,Mrs. Jenkins,4
Bill Murray,Mark Fernstone,4
Laraine Newman,Dr. Schiffman,4
Gilda Radner,Colleen Fernman,4
Don Novello,Father Guido Sarducci,4
Gilda Radner,Roseanne Roseannadanna,4
Dan Aykroyd,Todd Sweeney,4
John Belushi,delivery man,4
Jane Curtin,caller,4
Brian Doyle-Murray,caller,4
Garrett Morris,caller,4
Bill Murray,Dick Lanky,4
Laraine Newman,operator,4
Gilda Radner,caller,4
Dan Aykroyd,Rod Serling,4
Dan Aykroyd,George Burns,4
Dan Aykroyd,Alfred Hitchcock,4
John Belushi,Beaver,4
John Belushi,Bud,4
John Belushi,Mr. Williams,4
Jane Curtin,Mrs. Cleaver,4
Jane Curtin,Mrs. Anderson,4
Jane Curtin,Mrs. Williams,4
Garrett Morris,Louise,4
Bill Murray,Eddie,4
Bill Murray,Mr. Anderson,4
Bill Murray,Cesar Romero,4
Laraine Newman,Betty,4
Laraine Newman,Linda,4
Gilda Radner,Lucy,4
Tom Schiller,Ricky,4
Dan Aykroyd,Elvis impersonator,4
John Belushi,Elvis impersonator,4
Jane Curtin,Dolly Parton,4
Tom Davis,Howard,4
Jim Downey,guard,4
Brian Doyle-Murray,roadie,4
Mitchell Laurance,roadie,4
Lee Mayman,roadie,4
Garrett Morris,Bob Marley,4
Bill Murray,Jerry Eldini,4
Laraine Newman,Olivia Newton-John,4
Nil Nichols,roadie,4
Gilda Radner,Candy Slice,4
Tom Schiller,roadie,4
Paul Shaffer,Don Kirshner,4
Liz Welch,roadie,4
Walter Williams,police guard,4
Garrett Morris,Chico Escuela,4
Rick Nelson,Jorge Lopez,4
Dan Aykroyd,Eliot Ness,4
Tom Davis,Youngblood,4
Jim Downey,Lee,4
Mitchell Laurance,Rico,4
Lee Mayman,alien,4
Bill Murray,Paco,4
Nil Nichols,alien,4
Gilda Radner,Graciala Cortez,4
Tom Schiller,alien,4
Rick Nelson,Denny,4
Dan Aykroyd,Floyd Hunger,4
John Belushi,Kevin,4
Bill Murray,Ron,4
Laraine Newman,Gloria,4
Gilda Radner,Jenny Rocker,4
Tom Schiller,reporter,4
Cicely Tyson,Wilma Bass,4
Dan Aykroyd,Bob Widette,4
John Belushi,Jeff Widette,4
Jane Curtin,Betty Widette,4
Garrett Morris,Earl Bass,4
Gilda Radner,Tammy Widette,4
Cicely Tyson,Gail Barnes,4
Dan Aykroyd,Jason,4
John Belushi,Roger Ferguson,4
Tom Davis,ambassador,4
Bill Murray,Mohammad Reza Pahlevi,4
Laraine Newman,Sherry,4
Nil Nichols,guard,4
Gilda Radner,Granny,4
Mauricio Smith,visitor,4
Cicely Tyson,midwife,4
Dan Aykroyd,frontiersman,4
John Belushi,frontiersman,4
Al Franken,Rene,4
Bill Murray,frontiersman,4
Cicely Tyson,Leslie,4
Dan Aykroyd,Captain Dr. Riceleet,4
John Belushi,Bill Sulfree,4
Garrett Morris,Jamal,4
Andy Murphy,police officer,4
Bill Murray,Nick,4
Laraine Newman,Elaine Sulfree,4
Bill Murray,Richard Burton,4
Dan Aykroyd,Joe,4
Jane Curtin,Cathy LaBerge,4
Bill Murray,X-Police officer,4
Laraine Newman,Carla Bryson,4
Cicely Tyson,Bess,4
Garrett Morris,Porky,4
Gilda Radner,Emily Litella,4
Dan Aykroyd,Jimmy Carter,4
John Belushi,Tip O'Neil,4
Tom Davis,"Ray McDougal, reporter",4
Bill Murray,Walter Mondale,4
Michael Palin,Mr. Brighton,4
Jane Curtin,Enid Loopner,4
Bill Murray,Todd DiLaMuca,4
Gilda Radner,Lisa Loopner,4
Michael Palin,Adolf Hitler,4
Dan Aykroyd,Klaus Kent,4
John Belushi,Jor-El,4
Jane Curtin,Joan Face,4
Jim Downey,guard,4
Al Franken,Jimmy Olsteyn,4
Garrett Morris,Kevin Temple,4
Bill Murray,Mr. Kent,4
Laraine Newman,Lois Lane-Off,4
Nil Nichols,guard,4
Gilda Radner,Eileen Houton,4
Gilda Radner,"Frau Guston, secretary",4
John Belushi,Woody Hayes,4
Gilda Radner,Charleen Hayes,4
Garrett Morris,Chico Escuela,4
Don Novello,Father Guido Sarducci,4
Michael Palin,Miles Cowperthwaite,4
Dan Aykroyd,Lord Pinkney,4
John Belushi,Captain Ned,4
Jane Curtin,Peg,4
Garrett Morris,Hodo,4
Bill Murray,Tom,4
Laraine Newman,Kate,4
Michael Palin,Jerry,4
John Belushi,Steve,4
Gilda Radner,Joan,4
Jane Curtin,"Ms. Welch, secretary",4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Dan Aykroyd,Jimmy Carter,4
Laraine Newman,Amy Carter,4
Elliott Gould,Uncle Jerry,4
Dan Aykroyd,Bob Widette,4
John Belushi,Jeff Widette,4
Jane Curtin,Betty Widette,4
Gilda Radner,Tammy Widette,4
Elliott Gould,Archer Armstrong,4
Dan Aykroyd,Clark Gable,4
Jane Curtin,Joan Crawford,4
Yvonne Hudson,Bula,4
Bill Murray,Cary Grant,4
Laraine Newman,Katharine Hepburn,4
Gilda Radner,"Colleen Fernman , Christina Crawford",4
John Belushi,Steve Rubell,4
Gilda Radner,Roseanne Roseannadanna,4
Dan Aykroyd,Spirit of Blended Scotch Whiskey,4
John Belushi,Spirit of Christmas Gin,4
Jane Curtin,triangle player,4
Howard Johnson,tuba player,4
Tom Malone,tuba player,4
Garrett Morris,Spirit of Whiskey,4
Laraine Newman,tamborine player,4
Gilda Radner,drum player,4
Alan P. Rubin,trumpet player,4
Elliott Gould,"Coach Milt ""The Stilt"" Finkle",4
Dan Aykroyd,Jack Neehauser,4
John Belushi,Frank Leary,4
Tom Davis,knight,4
Jim Downey,knight,4
Brian Doyle-Murray,Neil DeBlazy,4
Lee Mayman,knight,4
Brian McConnachie,Phil Burke,4
Garrett Morris,Father Bob Kimbutu,4
Andy Murphy,knight,4
Bill Murray,Francis Jocko Leary Jr.,4
Laraine Newman,Sister Serena,4
Nil Nichols,knight,4
Tom Schiller,knight,4
Alan Zweibel,knight,4
Elliott Gould,salesman,4
Jane Curtin,Jessica,4
Bill Murray,Honker,4
Laraine Newman,prostitute,4
Dan Aykroyd,Ray,4
Jane Curtin,caller,4
Tom Davis,caller,4
Bill Murray,caller,4
Laraine Newman,caller,4
Gilda Radner,caller,4
Tom Schiller,interviewer,4
Dan Aykroyd,Julia Child,4
Eric Idle,Prince Charles,4
Dan Aykroyd,police officer,4
Dan Aykroyd,"David Fielding, reporter",4
John Belushi,Lloyd,4
Laraine Newman,Vonda Walker,4
Eric Idle,host,4
Gilda Radner,The Deaconess of Detroit,4
Tom Schiller,Lord Lupus,4
Gilda Radner,Valerie Harper,4
Garrett Morris,Chico Escuela,4
Don Novello,Father Guido Sarducci,4
Eric Idle,Justin,4
John Belushi,Phil Malone,4
Jane Curtin,backup singer,4
Bill Murray,Jerry Eldini,4
Laraine Newman,backup singer,4
Gilda Radner,Candy Slice,4
Howard Shore,keyboard player,4
Walter Williams,engineer,4
Dan Aykroyd,Irwin Mainway,4
Jane Curtin,Joan Face,4
Bill Murray,Wayne,4
Laraine Newman,Roxanne,4
Gilda Radner,Diane,4
Bill Murray,agent,4
Bill Murray,Cochise,4
Laraine Newman,Elizabeth,4
John Belushi,Fred Silverman,4
Gilda Radner,Barbara,4
Tom Davis,relative,4
Laraine Newman,relative,4
Walter Matthau,coach,4
Charlie Matthau,bee,4
Dan Aykroyd,Artie,4
John Belushi,Alan,4
Garrett Morris,Raymond,4
Bill Murray,Kurt Hansen,4
Walter Matthau,John Pittman,4
Dan Aykroyd,George,4
John Belushi,Pete,4
Brian Doyle-Murray,Larry Petropopolis,4
Bill Murray,Niko,4
Laraine Newman,Sandy,4
Don Novello,Mike,4
Rosie Schuster,Linda,4
Alan Zweibel,assistant,4
Bill Murray,Mark,4
Gilda Radner,Hillary,4
Walter Matthau,Ernie,4
Dan Aykroyd,Richard Nixon,4
Jane Curtin,Pat Nixon,4
Bill Murray,David Eisenhower,4
Gilda Radner,Julie Nixon,4
Laraine Newman,Vanessa Lake,4
Gilda Radner,Connie Carson,4
Walter Matthau,Hank,4
Dan Aykroyd,Bruno Wald,4
Jane Curtin,Vesna Shegula,4
Garrett Morris,Olan,4
Laraine Newman,Jessica Schiffman,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Dan Aykroyd,Elwood Blues,4
John Belushi,Jake Blues,4
Garrett Morris,Monty,4
Dan Aykroyd,Obi-Wan Kenobi,4
Carrie Fisher,Princess Leia,4
Dan Aykroyd,Vincent Price,4
John Belushi,Eric Von Zipper,4
Jane Curtin,Skeeter,4
Tom Davis,Moondoggie,4
Al Franken,Buzz,4
Garrett Morris,Chubby Checker,4
Bill Murray,Frankie Avalon,4
Laraine Newman,Sandie,4
Gilda Radner,Annette Funicello,4
Alan Zweibel,surfer,4
Carrie Fisher,Joan Loud,4
Dan Aykroyd,Rick Phillips,4
John Belushi,Kevin,4
Jane Curtin,Mrs. Loud,4
Garrett Morris,police officer,4
Bill Murray,Mr. Loud,4
Gilda Radner,Jean Loud,4
Dan Aykroyd,orderly,4
John Belushi,Mr. Gilbert,4
Garrett Morris,patient,4
Bill Murray,orderly,4
Bill Murray,theme song singer,4
Gilda Radner,Mrs. Gilbert,4
Don Novello,Father Guido Sarducci,4
Gilda Radner,Roseanne Roseannadanna,4
Dan Aykroyd,Elwood Blues,4
John Belushi,Jake Blues,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Carrie Fisher,Linda Blair,4
Dan Aykroyd,Tom Snyder,4
Carrie Fisher,Brandy,4
Dan Aykroyd,Louis,4
John Belushi,Eddie,4
Jane Curtin,barfly,4
Garrett Morris,marine,4
Bill Murray,Jim,4
Laraine Newman,Candy,4
Gilda Radner,barfly,4
Carrie Fisher,"Trisha Darnell, Ho Pang",4
Dan Aykroyd,Leonard Pinth-Garnell,4
Garrett Morris,Mickey Rivers,4
Bill Murray,"Ronnie Bateman , Commander Choi",4
Jane Curtin,Betty Crane,4
Brian Doyle-Murray,staffer,4
Brian McConnachie,staffer,4
Garrett Morris,Bill Temple,4
Bill Murray,Dennis V. Hunkler,4
Nil Nichols,staffer,4
Gilda Radner,Victoria,4
Alan Zweibel,staffer,4
Dan Aykroyd,Lane Brether,4
Bill Murray,rancher,4
Laraine Newman,rancher,4
Buck Henry,Mr. Dantley,4
John Belushi,Samurai Futaba,4
Buck Henry,Uncle Roy,4
Dan Aykroyd,Arthur,4
Jane Curtin,Betty,4
Laraine Newman,Terri,4
Gilda Radner,Tracy,4
John Belushi,Elizabeth Taylor,4
Buck Henry,servant,4
Dan Aykroyd,servant,4
John Belushi,"Steve Bushakis , Rasputin",4
Laraine Newman,Jean Marsh,4
Gilda Radner,servant,4
Bill Kreutzmann,Cliff Morton,4
Dan Aykroyd,Jimmy Joe Red Sky,4
John Belushi,John Thompson,4
Garrett Morris,Earl King,4
Bill Murray,Nick,4
Buck Henry,Dr. Ike Bodanza,4
Jane Curtin,Joan Face,4
Buck Henry,Father Fitzfagen,4
Dan Aykroyd,Jack Neehauser,4
John Belushi,Frank Leary,4
Jim Downey,knight,4
Brian Doyle-Murray,Ralph Moody,4
Brian McConnachie,knight,4
Garrett Morris,Chico Escuela,4
Andy Murphy,knight,4
Bill Murray,Francis Jocko Leary Jr.,4
Nil Nichols,knight,4
Don Novello,knight,4
Tom Schiller,knight,4
Alan Zweibel,knight,4
Dan Aykroyd,Jimmy Carter,4
Steve Martin,Craig Blair,4
John Belushi,Franklin Roosevelt,4
Jane Curtin,Eleanor Roosevelt,4
Garrett Morris,George Temple,4
Laraine Newman,Sylvia Reed,4
Steve Martin,Theodoric,4
Dan Aykroyd,Reeve,4
Anne Beatts,townsperson,4
John Belushi,John The Tanner,4
Jane Curtin,witch's mother,4
Tom Davis,guard,4
Brian Doyle-Murray,townsperson,4
Al Franken,guard,4
Bill Murray,Simpkin of Partridge,4
Laraine Newman,witch,4
Gilda Radner,Brungilda,4
Rosie Schuster,townsperson,4
Garrett Morris,Diana Ross,4
Steve Martin,Georg Festrunk,4
Dan Aykroyd,Yortuk Festrunk,4
John Belushi,Glenn Johnson,4
Jane Curtin,Linda,4
Bill Murray,Ted,4
Laraine Newman,Debbie,4
Gilda Radner,Gayle,4
Steve Martin,Charles Knerlman,4
Jane Curtin,Enid Loopner,4
Garrett Morris,Grant Robinson Jr.,4
Garrett Morris,Mrs. Robinson,4
Bill Murray,Todd DiLaMuca,4
Gilda Radner,Lisa Loopner,4
Dan Aykroyd,Bob Crawford,4
Dan Aykroyd,Richie Roberts,4
John Belushi,Fred Silverman,4
Dan Aykroyd,Beldar Conehead,4
Jane Curtin,Prymaat Conehead,4
Laraine Newman,Connie Conehead,4
Dan Aykroyd,Henry,4
John Belushi,Tony Delightful,4
Jane Curtin,Marilyn,4
Garrett Morris,Mr. Landick,4
Brian Doyle-Murray,Sid Vicious,4
Laraine Newman,Anne Beverly,4
Don Novello,Father Guido Sarducci,4
Dan Aykroyd,Jason,4
John Belushi,Windowpane Watson,4
Garrett Morris,Wendell,4
Bill Murray,Jerry Eldini,4
Laraine Newman,Chloe,4
Paul Shaffer,Don Kirshner,4
Jane Curtin,Mrs. Post,4
Gilda Radner,Connie Carson,4
John Belushi,Samurai Futaba,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Bill Murray,Honker,4
Karen Roston,audience member,4
Fred Willard,Art,4
Dan Aykroyd,Jerry,4
John Belushi,Steven Kipnis,4
Garrett Morris,James Meredith,4
Gilda Radner,Patricia Hearst,4
Fred Willard,Nigel,4
Dan Aykroyd,actor,4
John Belushi,Cliff Preston,4
Tom Davis,Ned,4
Joe Dicso,marker,4
Garrett Morris,LeVar,4
Bill Murray,Eric,4
Laraine Newman,Irene,4
Gilda Radner,Sharon Menzies,4
Alan Zweibel,Gary Morton,4
Gilda Radner,Lucille Ball,4
Fred Willard,delivery man,4
Laraine Newman,Mary,4
Dan Aykroyd,Irwin Mainway,4
Jane Curtin,Joan Face,4
Walter Williams,Mr. Bill,4
Walter Williams,Mr. Hands,4
Gilda Radner,Bobbi Farber,4
John Belushi,Moab,4
Bill Murray,Shlomo,4
Don Pardo,God,4
Gilda Radner,Rifka,4
Fred Willard,Mr. Rocker,4
Dan Aykroyd,Floyd Hunger,4
John Belushi,Kevin,4
Brian Doyle-Murray,passerby,4
Yvonne Hudson,passerby,4
Gilda Radner,Jenny Rocker,4
Rosie Schuster,passerby,4
Dan Aykroyd,Richard Nixon,3
Brian Doyle-Murray,Ron Quinn,3
Garrett Morris,Gerard Wagner,3
Buck Henry,Marshall DiLaMuca,3
Jane Curtin,Enid Loopner,3
Bill Murray,Todd DiLaMuca,3
Gilda Radner,Lisa Loopner,3
Buck Henry,Mr. Dantley,3
John Belushi,Samurai Futaba,3
Buck Henry,Abanasher,3
Dan Aykroyd,sodomite,3
John Belushi,Ashmore,3
Jane Curtin,singer,3
Mitchell Laurance,sodomite,3
Garrett Morris,sodomite,3
Andy Murphy,sodomite,3
Bill Murray,Noab,3
Laraine Newman,singer,3
Gilda Radner,singer,3
Buck Henry,Al,3
Dan Aykroyd,George,3
John Belushi,Pete,3
Bill Murray,Niko,3
Laraine Newman,Sandy,3
Don Novello,Mike,3
Laraine Newman,vampire,3
Buck Henry,Dr. Russell Bedanza,3
Jane Curtin,Joan Face,3
Buck Henry,Howard,3
Jane Curtin,Gwen,3
Garrett Morris,Roy,3
Bill Murray,Brian Welles,3
Laraine Newman,Tippy,3
Gilda Radner,Cheryl,3
Tom Schiller,Tommy,3
Dan Aykroyd,Leonard Pinth-Garnell,3
Garrett Morris,Amos Hayley,3
Laraine Newman,Elian Blazel,3
Gilda Radner,Helen Trouva,3
John Belushi,Pedro,3
Bill Murray,actor,3
Gilda Radner,farmer,3
Richard Dreyfuss,Roy Neary,3
Dan Aykroyd,Beldar Conehead,3
John Belushi,Kuldroth,3
Jane Curtin,Prymaat Conehead,3
Garrett Morris,Merkon,3
Bill Murray,Ronnie Getsetter,3
Bill Murray,Walter Cronkite,3
Laraine Newman,Connie Conehead,3
Garrett Morris,Dr. Herbert Rice,3
Bill Murray,Dr. Judd Quimson,3
Laraine Newman,Dr. Candice Brightman,3
Gilda Radner,Dr. Francine Shoes,3
Gilda Radner,Roseanne Roseannadanna,3
Richard Dreyfuss,Jeff Greenspoon,3
Dan Aykroyd,Jimmy Joe Red Sky,3
John Belushi,Bill Shomer,3
Bill Murray,Nick,3
Laraine Newman,Mrs. Liebowitz,3
Gilda Radner,Joan Shomer,3
Laraine Newman,Judi,3
Dan Aykroyd,Tom Snyder,3
John Belushi,Henry Kissinger,3
Jane Curtin,Emma Lou Snyder,3
Garrett Morris,Leon Spinks,3
Bill Murray,David Susskind,3
Laraine Newman,Chi Chi Kissinger,3
Gilda Radner,Toots Spinks,3
Don Novello,Father Guido Sarducci,3
Dan Aykroyd,Elwood Blues,3
John Belushi,Jake Blues,3
Paul Shaffer,Don Kirshner,3
Bill Murray,John Aldress,3
Steve Martin,Georg Festrunk,3
Dan Aykroyd,Yortuk Festrunk,3
Garrett Morris,Cliff,3
Steve Martin,Theodoric,3
Dan Aykroyd,William,3
John Belushi,hunchback,3
Jane Curtin,Joan Miller,3
Bill Murray,patient,3
Laraine Newman,Isabelle,3
Gilda Radner,Brungilda,3
Howard Shore,deejay,3
John Belushi,Harold,3
Jane Curtin,Betty,3
Steve Martin,Bill,3
Dan Aykroyd,public address voice,3
John Belushi,Ray Swangen,3
Laraine Newman,waitress,3
Gilda Radner,waitress,3
Steve Martin,Charles Knerlman,3
Anne Beatts,visitor,3
Jane Curtin,Enid Loopner,3
Tom Davis,fair announcer,3
Lee Mayman,visitor,3
Garrett Morris,Grant Robinson Jr.,3
Bill Murray,Todd DiLaMuca,3
Gilda Radner,Lisa Loopner,3
Tom Schiller,visitor,3
Rosie Schuster,visitor,3
Dan Aykroyd,Elwood Blues,3
John Belushi,Jake Blues,3
Steve Martin,Cocuwa,3
Dan Aykroyd,Kreeg Antwoord,3
Jane Curtin,Mitzi Molnar,3
Laraine Newman,Maxine Universe,3
Dan Aykroyd,Jimmy Carter,3
Laraine Newman,Amy Carter,3
Michael Sarrazin,"Peter Fonda , Josh Ramsey",3
Dan Aykroyd,Mr. Ludlow,3
Anne Beatts,cheerleader,3
Jane Curtin,Ms. Henderson,3
Tom Davis,"Seth, caller",3
Bill Murray,Johnny Ludlow,3
Laraine Newman,Susie Edwards,3
Gilda Radner,Mrs. Ludlow,3
Rosie Schuster,cheerleader,3
Jane Curtin,Mrs. Miller,3
Gilda Radner,Judy Miller,3
Gilda Radner,Roseanne Roseannadanna,3
Michael Sarrazin,Laviolette,3
Dan Aykroyd,Sean Hurtubise,3
John Belushi,game announcer,3
Brian Doyle-Murray,referee,3
Garrett Morris,security guard,3
Bill Murray,Novello,3
Dan Aykroyd,E. Buzz Miller,3
Laraine Newman,Christy Christina,3
Dan Aykroyd,actor,3
Anne Beatts,actress,3
John Belushi,actor,3
Laraine Newman,actress,3
Bill Murray,Abraham Lincoln,3
John Belushi,Morton Kamen,3
Laraine Newman,Tina Gemini,3
Dan Aykroyd,Jimmy Carter,3
John Belushi,Yasser Arafat,3
Jane Curtin,Vanessa Redgrave,3
Garrett Morris,Anwar Sadat,3
Bill Murray,presenter,3
Laraine Newman,presenter,3
Michael Palin,Sid Biggs,3
Tom Davis,runner,3
Neil Levy,runner,3
Michael Palin,Terence O'Neill,3
Dan Aykroyd,Earl Undergaard,3
Jane Curtin,confessor,3
Garrett Morris,confessor,3
John Belushi,Henry Brock,3
Jane Curtin,actress,3
Jim Downey,Yakov,3
Bill Murray,actor,3
Laraine Newman,assistant,3
Nil Nichols,servant,3
Gilda Radner,assistant,3
Akira Yoshimura,Lee Kim,3
Michael Palin,Mr. Brighton,3
Jane Curtin,Enid Loopner,3
Bill Murray,Todd DiLaMuca,3
Gilda Radner,Lisa Loopner,3
Michael Palin,Orson Welles,3
Michael Palin,Sherlock Holmes,3
Dan Aykroyd,Dr. Watson,3
John Belushi,constable,3
Jane Curtin,Mrs. Hudson,3
Bill Murray,Inspector LeStrade,3
Gilda Radner,Sarah Hammercrack,3
Garrett Morris,Dr. Mobius,3
Gilda Radner,assistant,3
John Belushi,visitor,3
Dan Aykroyd,"Vincent Price , Dr. Henry Jekyll",3
Laraine Newman,assistant,3
Christopher Lee,Henry Higgins,3
Dan Aykroyd,Colonel Pickering,3
Jane Curtin,maid,3
Gilda Radner,Baba Wawa,3
